title,genres,mood
Revenge of the Nerds IV: Nerds in Love (1994),Comedy|Romance,happy
Paul Blart: Mall Cop (2009),Action|Comedy|Crime,energetic
Notorious (2009),Drama|Musical,sad
"Uninvited, The (2009)",Drama|Horror|Mystery|Thriller,sad
Outlander (2008),Action|Adventure|Sci-Fi,energetic
Eden Lake (2008),Horror|Thriller,dark
Coraline (2009),Animation|Fantasy|Thriller,tense
Push (2009),Sci-Fi|Thriller,tense
"International, The (2009)",Drama|Thriller,sad
He's Just Not That Into You (2009),Comedy|Drama|Romance,happy
Dead Like Me: Life After Death (2009),Comedy|Fantasy,happy
Futurama: Into the Wild Green Yonder (2009),Action|Animation|Comedy|Sci-Fi,energetic
Frontière(s) (2007),Drama|Horror|Thriller,sad
"11th Hour, The (2007)",Documentary,calm
Afro Samurai: Resurrection (2009),Animation,calm
Departures (Okuribito) (2008),Drama,sad
My Name Is Bruce (2007),Comedy|Horror,happy
Funny People (2009),Comedy|Drama,happy
Berlin Calling (2008),Comedy|Drama,happy
Nuremberg (2000),Drama|War,sad
Away We Go (2009),Comedy|Drama|Romance,happy
"Divo, Il (2008)",Drama,sad
Friday the 13th (2009),Horror,dark
"Good, the Bad, the Weird, The (Joheunnom nabbeunnom isanghannom) (2008)",Action|Adventure|Comedy|Western,energetic
"Pink Panther 2, The (2009)",Adventure|Comedy|Mystery,excited
Rock-A-Doodle (1991),Adventure|Animation|Children|Musical,excited
Dr. Horrible's Sing-Along Blog (2008),Comedy|Drama|Musical|Sci-Fi,happy
"Cottage, The (2008)",Comedy|Crime|Horror|Thriller,happy
"I Love You, Man (2009)",Comedy,happy
Dance of the Dead (2008),Adventure|Comedy|Horror,excited
"Haunting in Connecticut, The (2009)",Horror|Thriller,dark
Duplicity (2009),Crime|Romance|Thriller,romantic
Knowing (2009),Action|Drama|Mystery|Sci-Fi|Thriller,energetic
"Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)",Crime|Drama|Mystery|Thriller,sad
Sunshine Cleaning (2008),Comedy|Drama,happy
Kung Fu Panda: Secrets of the Furious Five (2008),Action|Animation|Children|Comedy,energetic
Echelon Conspiracy (2009),Action|Mystery|Thriller,energetic
Monsters vs. Aliens (2009),Animation|Sci-Fi|IMAX,calm
"Baader Meinhof Komplex, Der (2008)",Action|Crime|Drama|Thriller,energetic
Big Stan (2007),Comedy,happy
Strictly Sexual (2008),Comedy|Drama|Romance,happy
Anvil! The Story of Anvil (2008),Documentary|Musical,calm
Observe and Report (2009),Action|Comedy,energetic
Adventureland (2009),Comedy|Drama,happy
Confessions of a Shopaholic (2009),Comedy|Romance,happy
The Butterfly Effect 3: Revelations (2009),Drama|Fantasy|Sci-Fi|Thriller,sad
Man on the Flying Trapeze (1935),Comedy,happy
"Fast & Furious (Fast and the Furious 4, The) (2009)",Action|Crime|Drama|Thriller,energetic
In the Loop (2009),Comedy,happy
Pirate Radio (2009),Comedy|Drama,happy
17 Again (2009),Comedy|Drama,happy
Inglourious Basterds (2009),Action|Drama|War,energetic
State of Play (2009),Crime|Drama|Thriller,sad
"Damned United, The (2009)",Drama,sad
Crank: High Voltage (2009),Action|Comedy|Crime,energetic
Moon (2009),Drama|Mystery|Sci-Fi|Thriller,sad
"Young Victoria, The (2009)",Drama|Romance,sad
X-Men Origins: Wolverine (2009),Action|Sci-Fi|Thriller,energetic
Sin Nombre (2009),Crime|Drama|Thriller,sad
Star Trek (2009),Action|Adventure|Sci-Fi|IMAX,energetic
"Great Buck Howard, The (2008)",Comedy,happy
Flatfoot on the Nile (Piedone d'Egitto) (1980),Action|Comedy|Crime,energetic
Red Cliff Part II (Chi Bi Xia: Jue Zhan Tian Xia) (2009),Action|Drama|War,energetic
Earth (2007),Documentary,calm
Stanley Kubrick: A Life in Pictures (2001),Documentary,calm
Crossing Over (2009),Drama,sad
Angels & Demons (2009),Crime|Drama|Mystery|Thriller,sad
Scorpio (1973),Action|Drama|Thriller,energetic
Balls Out: Gary the Tennis Coach (2009),Comedy,happy
Powder Blue (2009),Drama,sad
Fanboys (2009),Adventure|Comedy|Drama,excited
Terminator Salvation (2009),Action|Adventure|Sci-Fi|Thriller,energetic
Night at the Museum: Battle of the Smithsonian (2009),Action|Comedy|IMAX,energetic
Were the World Mine (2008),Adventure|Fantasy|Musical|Romance,excited
"Brothers Bloom, The (2008)",Adventure|Comedy|Crime|Romance,excited
Paisan (Paisà) (1946),Drama|War,sad
I Do: How to Get Married and Stay Single (Prête-moi ta main) (2006),Comedy|Romance,happy
"Soloist, The (2009)",Drama|Musical,sad
Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei) (1997),Action|Animation|Mystery|Sci-Fi,energetic
Drag Me to Hell (2009),Comedy|Horror,happy
Up (2009),Adventure|Animation|Children|Drama,excited
Fullmetal Alchemist the Movie: Conqueror of Shamballa (Gekijô-ban hagane no renkinjutsushi: Shanbara wo yuku mono) (2005),Action|Adventure|Animation|Drama,energetic
Fired Up (2009),Comedy,happy
In the Electric Mist (2009),Drama|Mystery,sad
"Hangover, The (2009)",Comedy|Crime,happy
Killshot (2008),Action|Crime|Drama|Thriller,energetic
Antichrist (2009),Drama|Fantasy,sad
Sweeney Todd (2006),Crime|Drama|Horror|Thriller,sad
Boy Eats Girl (2005),Comedy|Horror,happy
Marius and Jeanette (Marius et Jeannette) (1997),Comedy|Drama|Romance,happy
Ernest Rides Again (1993),Children|Comedy,happy
Special (2006),Drama|Fantasy,sad
Dead Snow (Død snø) (2009),Action|Adventure|Comedy|Horror,energetic
Land of the Lost (2009),Action|Adventure|Comedy|Sci-Fi,energetic
Imagine That (2009),Comedy|Drama|Fantasy,happy
"Taking of Pelham 1 2 3, The (2009)",Crime|Drama|Thriller,sad
"Stoning of Soraya M., The (2008)",Crime|Drama,sad
"Proposal, The (2009)",Comedy|Romance,happy
Year One (2009),Adventure|Comedy,excited
"Land That Time Forgot, The (1975)",Adventure|Sci-Fi,excited
Garfield's Pet Force (2009),Animation,calm
"Hurt Locker, The (2008)",Action|Drama|Thriller|War,energetic
Breakfast with Scot (2007),Drama|Romance,sad
"Limits of Control, The (2009)",Crime|Drama|Film-Noir,sad
Raiders of the Lost Ark: The Adaptation (1989),Action|Adventure|Thriller,energetic
Transformers: Revenge of the Fallen (2009),Action|Adventure|Sci-Fi|IMAX,energetic
Home (2009),Documentary,calm
Whatever Works (2009),Comedy|Romance,happy
Ghosts of Girlfriends Past (2009),Comedy|Fantasy|Romance,happy
Public Enemies (2009),Crime|Drama|Thriller,sad
Ice Age: Dawn of the Dinosaurs (2009),Action|Adventure|Animation|Children|Comedy|Romance,energetic
Prison Break: The Final Break (2009),Action|Drama|Thriller,energetic
Daria: Is It College Yet? (2002),Animation|Comedy,happy
My Sister's Keeper (2009),Drama,sad
Hood of Horror (2006),Comedy|Drama|Horror,happy
Watchmen: Tales of the Black Freighter (2009),Action|Adventure|Animation|Horror,energetic
(500) Days of Summer (2009),Comedy|Drama|Romance,happy
Brüno (Bruno) (2009),Comedy,happy
"Librarian, The: The Curse of the Judas Chalice (2008)",Action|Adventure|Fantasy,energetic
Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,excited
Roots (1977),Drama|War,sad
Eichmann (2007),Drama|War,sad
Open Water 2: Adrift (2006),Drama|Thriller,sad
"Imaginarium of Doctor Parnassus, The (2009)",Drama|Fantasy,sad
9to5: Days in Porn (a.k.a. 9 to 5: Days in Porn) (2008),Documentary,calm
Humpday (2009),Comedy,happy
Polytechnique (2009),Crime|Drama,sad
Orphan (2009),Drama|Horror|Mystery|Thriller,sad
"Ugly Truth, The (2009)",Comedy|Drama|Romance,happy
"Collector, The (2009)",Crime|Horror|Thriller,dark
"Perfect Getaway, A (2009)",Horror|Thriller,dark
District 9 (2009),Mystery|Sci-Fi|Thriller,tense
Julie & Julia (2009),Comedy|Drama|Romance,happy
Obsessed (2009),Crime|Drama|Thriller,sad
Race to Witch Mountain (2009),Adventure|Children|Fantasy|Sci-Fi|Thriller,excited
Hannah Montana: The Movie (2009),Comedy|Drama|Musical|Romance,happy
G.I. Joe: The Rise of Cobra (2009),Action|Adventure|Sci-Fi|Thriller,energetic
12 Rounds (2009),Action|Thriller,energetic
Max Manus (2008),Action|Drama|War,energetic
Winds of the Wasteland (1936),Western,calm
Lost in Austen (2008),Drama|Fantasy|Romance|Sci-Fi,sad
Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo) (2007),Action|Animation|Sci-Fi,energetic
"Deal, The (2008)",Comedy,happy
"Goods: Live Hard, Sell Hard, The (2009)",Comedy,happy
"Time Traveler's Wife, The (2009)",Drama|Romance|Sci-Fi,sad
I Can't Think Straight (2007),Drama|Romance,sad
Miss March (2009),Comedy,happy
"I Love You, Beth Cooper (2009)",Comedy|Romance,happy
Paper Heart (2009),Comedy|Documentary|Drama|Romance,happy
G-Force (2009),Action|Adventure|Children|Fantasy,energetic
Christopher Columbus: The Discovery (1992),Adventure,excited
Tetro (2009),Drama|Mystery,sad
Bronson (2009),Action|Comedy|Drama|Thriller,energetic
It Might Get Loud (2008),Documentary,calm
My Life in Ruins (2009),Comedy,happy
Troll 2 (1990),Fantasy|Horror,dark
Taking Woodstock (2009),Comedy,happy
If These Walls Could Talk (1996),Drama,sad
Halloween II (2009),Horror|Thriller,dark
"Secret in Their Eyes, The (El secreto de sus ojos) (2009)",Crime|Drama|Mystery|Romance|Thriller,sad
9 (2009),Adventure|Animation|Sci-Fi,excited
Frequently Asked Questions About Time Travel (2009),Comedy|Sci-Fi,happy
"White Ribbon, The (Das weiße Band) (2009)",Drama|Mystery,sad
Green Lantern: First Flight (2009),Action|Adventure|Animation|Fantasy|Sci-Fi,energetic
"Most Hated Family in America, The (2007)",Documentary,calm
Pandorum (2009),Horror|Sci-Fi|Thriller,dark
Death of a Cyclist (Muerte de un ciclista) (1955),Drama,sad
"Men Who Stare at Goats, The (2009)",Action|Comedy|Drama,energetic
"Hunt For Gollum, The (2009)",Action|Adventure|Fantasy,energetic
Jennifer's Body (2009),Comedy|Horror|Sci-Fi|Thriller,happy
"Informant!, The (2009)",Comedy|Crime|Drama|Thriller,happy
Extract (2009),Comedy,happy
"Final Destination, The (Final Destination 4) (Final Destination in 3-D, The) (2009)",Horror|Thriller,dark
Gamer (2009),Action|Sci-Fi|Thriller,energetic
Cloudy with a Chance of Meatballs (2009),Animation|Children|Fantasy|IMAX,calm
Tyler Perry's I Can Do Bad All by Myself (2009),Comedy|Drama,happy
"Food, Inc. (2008)",Documentary,calm
Attack of the 50 Foot Woman (1958),Comedy|Sci-Fi,happy
Thirst (Bakjwi) (2009),Drama|Horror,sad
Bright Star (2009),Drama|Romance,sad
Blood Creek (a.k.a. Town Creek) (2009),Horror,dark
Paranormal Activity (2009),Horror|Thriller,dark
World's Greatest Dad (2009),Comedy|Drama,happy
Still Walking (Aruitemo aruitemo) (2008),Drama,sad
"Blood of the Beasts (Sang des bêtes, Le) (1949)",Documentary|Drama,sad
"Cove, The (2009)",Documentary,calm
"Serious Man, A (2009)",Comedy|Drama,happy
City Island (2009),Comedy|Drama,happy
Ink (2009),Action|Fantasy|Sci-Fi,energetic
Metropia (2009),Animation|Sci-Fi,calm
"Haunted World of El Superbeasto, The (2009)",Action|Animation|Comedy|Horror|Thriller,energetic
Trick 'r Treat (2007),Comedy|Horror|Thriller,happy
Whip It (2009),Comedy|Drama,happy
"Invention of Lying, The (2009)",Comedy,happy
Surrogates (2009),Action|Sci-Fi|Thriller,energetic
Zombieland (2009),Action|Comedy|Horror,energetic
Assassination of a High School President (2008),Comedy|Drama|Mystery,happy
"Education, An (2009)",Drama|Romance,sad
Coco Before Chanel (Coco avant Chanel) (2009),Drama,sad
Burma VJ: Reporting from a Closed Country (Burma VJ: Reporter i et lukket land) (2008),Documentary,calm
Couples Retreat (2009),Comedy|Romance,happy
I Sell the Dead (2008),Comedy|Horror,happy
Where the Wild Things Are (2009),Adventure|Children|Drama|Fantasy|IMAX,excited
Legionnaire (1998),Action|Adventure|Drama|War,energetic
"New York, I Love You (2009)",Drama|Romance,sad
Law Abiding Citizen (2009),Drama|Thriller,sad
"Misfortunates, The (De helaasheid der dingen) (2009)",Drama,sad
Mary and Max (2009),Animation|Comedy|Drama,happy
Spread (2009),Drama|Romance,sad
"Tournament, The (2009)",Action,energetic
"Princess and the Pirate, The (1944)",Adventure|Comedy|Romance,excited
Aelita: The Queen of Mars (Aelita) (1924),Action|Adventure|Drama|Fantasy|Romance|Sci-Fi|Thriller,energetic
Up in the Air (2009),Drama|Romance,sad
Balance (1989),Animation|Drama|Mystery|Sci-Fi|Thriller,sad
Saw VI (2009),Crime|Horror|Mystery|Thriller,dark
Love Exposure (Ai No Mukidashi) (2008),Action|Comedy|Drama|Romance,energetic
Cirque du Freak: The Vampire's Assistant (2009),Action|Adventure|Comedy|Fantasy|Horror|Thriller,energetic
"Boondock Saints II: All Saints Day, The (2009)",Action|Crime|Drama|Thriller,energetic
Black Dynamite (2009),Action|Comedy,energetic
Welcome to Dongmakgol (2005),Comedy|Drama|War,happy
Gentlemen Broncos (2009),Comedy,happy
Fantastic Mr. Fox (2009),Adventure|Animation|Children|Comedy|Crime,excited
"Christmas Carol, A (2009)",Animation|Children|Drama|Fantasy|IMAX,sad
Battlestar Galactica: The Plan (2009),Action|Adventure|Drama|Sci-Fi,energetic
"Private Lives of Pippa Lee, The (2009)",Drama,sad
Partly Cloudy (2009),Animation|Children|Comedy|Fantasy,happy
2012 (2009),Action|Drama|Sci-Fi|Thriller,energetic
Precious (2009),Drama,sad
Bad Lieutenant: Port of Call New Orleans (2009),Crime|Drama,sad
"Twilight Saga: New Moon, The (2009)",Drama|Fantasy|Horror|Romance|Thriller,sad
Derailed (2002),Action|Thriller,energetic
"Messenger, The (2009)",Drama|Romance|War,sad
Ninja Assassin (2009),Action|Crime|Drama|Thriller,energetic
Cell 211 (Celda 211) (2009),Action|Drama,energetic
"Patriot, The (1998)",Action|Thriller,energetic
Teenage Mutant Ninja Turtles: Turtles Forever (2009),Action|Adventure|Animation|Comedy|Thriller,energetic
Merry Madagascar (2009),Animation,calm
Brothers (2009),Drama|Thriller|War,sad
Garage (2007),Drama,sad
"Blind Side, The  (2009)",Drama,sad
Mickey's Once Upon a Christmas (1999),Animation|Comedy|Fantasy,happy
Shrink (2009),Drama,sad
Old Dogs (2009),Comedy,happy
Planet 51 (2009),Adventure|Animation|Children|Comedy|Sci-Fi,excited
Earthlings (2006),Documentary,calm
"Single Man, A (2009)",Drama,sad
"Lovely Bones, The (2009)",Crime|Drama|Fantasy|Horror|Thriller,sad
Invictus (2009),Drama,sad
"Princess and the Frog, The (2009)",Animation|Children|Fantasy|Musical|Romance,romantic
"Peacekeeper, The (1997)",Action,energetic
Did You Hear About the Morgans? (2009),Comedy|Crime|Drama|Romance,happy
Snow White (1916),Fantasy|Romance,romantic
Alice (2009),Action|Adventure|Fantasy,energetic
Avatar (2009),Action|Adventure|Sci-Fi|IMAX,energetic
It's Complicated (2009),Comedy|Romance,happy
Sherlock Holmes (2009),Action|Crime|Mystery|Thriller,energetic
Crazy Heart (2009),Drama|Romance,sad
Alvin and the Chipmunks: The Squeakquel (2009),Animation|Children|Comedy|Musical,happy
American Pie Presents: The Book of Love (American Pie 7: The Book of Love) (2009),Comedy,happy
Sorority Babes in the Slimeball Bowl-O-Rama (1988),Comedy|Horror,happy
Pontypool (2008),Horror|Thriller,dark
Youth in Revolt (2009),Comedy|Drama|Romance,happy
Daybreakers (2010),Action|Drama|Horror|Thriller,energetic
Hachiko: A Dog's Story (a.k.a. Hachi: A Dog's Tale) (2009),Drama,sad
Leap Year (2010),Comedy|Romance,happy
"Book of Eli, The (2010)",Action|Adventure|Drama,energetic
"Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)",Action|Crime|Mystery,energetic
"Prophet, A (Un Prophète) (2009)",Crime|Drama,sad
Staten Island (2009),Crime|Drama,sad
"Maiden Heist, The (2009)",Comedy|Crime,happy
Blood: The Last Vampire (2009),Action|Horror|Thriller,energetic
MacGyver: Lost Treasure of Atlantis (1994),Action|Adventure,energetic
Pekka ja Pätkä Suezilla (1958),Comedy,happy
Bart Got a Room (2008),Comedy|Romance,happy
Project A 2 ('A' gai wak juk jap) (1987),Action|Comedy|Crime,energetic
Robin-B-Hood (Bo bui gai wak) (2006),Action|Comedy|Drama,energetic
"Concert, Le (2009)",Comedy|Drama,happy
Ninja (2009),Action|Crime|Drama|Thriller,energetic
Asterix at the Olympic Games (Astérix aux jeux olympiques) (2008),Adventure|Children|Comedy|Fantasy,excited
"Chaser, The (Chugyeogja) (2008)",Crime|Drama|Thriller,sad
Meantime (1984),Comedy|Drama,happy
"Rudolph, the Red-Nosed Reindeer (1964)",Adventure|Animation|Children|Fantasy|Musical,excited
"Dennis the Menace Christmas, A (2007)",Comedy,happy
Undisputed II: Last Man Standing (2006),Action|Crime|Drama,energetic
3 Idiots (2009),Comedy|Drama|Romance,happy
Legion (2010),Action|Fantasy|Horror|Thriller,energetic
Stan Helsing (2009),Comedy|Horror,happy
Peter Pan (1960),Children|Fantasy|Musical,calm
Wicked City (Yôjû toshi) (1987),Animation|Fantasy|Horror|Sci-Fi,dark
When in Rome (2010),Comedy|Romance,happy
"Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992)",Documentary|Drama,sad
Triangle (2009),Drama|Horror|Mystery|Thriller,sad
I Love You Phillip Morris (2009),Comedy|Drama|Romance,happy
Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987),Children|Drama|Romance,sad
Temple Grandin (2010),Drama,sad
"Captain Newman, M.D. (1963)",Comedy|Drama|War,happy
"House of the Devil, The (2009)",Horror|Thriller,dark
Valentine's Day (2010),Comedy|Romance,happy
"Wolfman, The (2010)",Horror|Thriller,dark
Shutter Island (2010),Drama|Mystery|Thriller,sad
Persuasion (2007),Drama|Romance,sad
"Girl Who Played with Fire, The (Flickan som lekte med elden) (2009)",Action|Crime|Drama|Mystery|Thriller,energetic
Percy Jackson & the Olympians: The Lightning Thief (2010),Adventure|Fantasy,excited
Cop Out (2010),Action|Comedy|Crime,energetic
"Ghost Writer, The (2010)",Drama|Mystery|Thriller,sad
"Secret of Kells, The (2009)",Animation|Fantasy,calm
"Spy Next Door, The (2010)",Action|Children|Comedy,energetic
Agora (2009),Adventure|Drama|Romance,excited
Motherhood (2009),Comedy,happy
District 13: Ultimatum (Banlieue 13 - Ultimatum) (2009),Action|Sci-Fi,energetic
"Yes Men Fix the World, The (2009)",Documentary,calm
Mike Bassett: England Manager (2001),Comedy,happy
"Crazies, The (2010)",Action|Drama|Horror|Sci-Fi|Thriller,energetic
Dear John (2010),Drama|Romance|War,sad
Last Train Home (2009),Documentary|Drama,sad
Tooth Fairy (2010),Comedy|Fantasy,happy
Gentlemen of Fortune (Dzhentlmeny udachi) (1972),Comedy|Crime|Drama|Mystery,happy
[REC]² (2009),Horror|Thriller,dark
"Room, The (2003)",Comedy|Drama|Romance,happy
Alice in Wonderland (2010),Adventure|Fantasy|IMAX,excited
"Town Called Panic, A (Panique au village) (2009)",Animation,calm
Green Zone (2010),Action|Drama|Thriller|War,energetic
From Paris with Love (2010),Action|Crime,energetic
Dorian Gray (2009),Drama|Horror|Sci-Fi,sad
Greenberg (2010),Comedy|Drama,happy
She's Out of My League (2010),Comedy,happy
Harry Brown (2009),Crime|Drama|Thriller,sad
Remember Me (2010),Drama|Romance,sad
"Burrowers, The (2008)",Horror|Thriller|Western,dark
Frozen (2010),Drama|Horror|Thriller,sad
Generation X (1996),Action|Adventure|Sci-Fi,energetic
Little Ashes (2008),Drama,sad
Our Family Wedding (2010),Comedy,happy
"Bounty Hunter, The (2010)",Action|Comedy|Romance,energetic
Leaves of Grass (2009),Comedy|Crime|Drama|Thriller,happy
Women in Trouble (2009),Comedy,happy
Mondo Cane (1962),Documentary,calm
Repo Men (2010),Action|Sci-Fi|Thriller,energetic
Case 39 (2009),Horror|Thriller,dark
Oceans (Océans) (2009),Documentary|Drama,sad
"Slammin' Salmon, The (2009)",Comedy,happy
Hot Tub Time Machine (2010),Comedy|Sci-Fi,happy
Mother (Madeo) (2009),Crime|Drama|Mystery|Thriller,sad
How to Train Your Dragon (2010),Adventure|Animation|Children|Fantasy|IMAX,excited
"Bone Man, The (Der Knochenmann) (2009)",Crime|Thriller,tense
Micmacs (Micmacs à tire-larigot) (2009),Comedy|Crime,happy
Clash of the Titans (2010),Action|Adventure|Drama|Fantasy,energetic
Kick-Ass (2010),Action|Comedy,energetic
Date Night (2010),Action|Comedy|Romance,energetic
"Emperor's New Groove 2: Kronk's New Groove, The (2005)",Animation|Children|Comedy|Romance,happy
Steam of Life (Miesten vuoro) (2010),Documentary,calm
Mortadelo & Filemon: The Big Adventure (La gran aventura de Mortadelo y Filemón) (2003),Action|Adventure|Comedy,energetic
American Drug War: The Last White Hope (2007),Crime|Documentary,calm
"Runaways, The (2010)",Drama|Musical,sad
Wild China (2008),Documentary,calm
Death at a Funeral (2010),Comedy,happy
Valhalla Rising (2009),Action|Drama|War,energetic
Diary of a Wimpy Kid (2010),Children|Comedy,happy
"Union: The Business Behind Getting High, The (2007)",Comedy|Documentary,happy
Disgrace (2008),Drama,sad
"Losers, The (2010)",Action|Adventure|Drama|Mystery|Thriller,energetic
"Last Song, The (2010)",Drama|Romance,sad
Cyrus (2010),Comedy|Drama|Romance,happy
"Human Centipede, The (First Sequence) (2009)",Horror,dark
Exit Through the Gift Shop (2010),Comedy|Documentary,happy
Iron Man 2 (2010),Action|Adventure|Sci-Fi|Thriller|IMAX,energetic
MacGruber (2010),Action|Comedy,energetic
Three Men and a Cradle (3 hommes et un couffin) (1985),Comedy,happy
"Sky Crawlers, The (Sukai kurora) (2008)",Adventure|Animation|Drama,excited
Cargo (2009),Sci-Fi,calm
"Nightmare on Elm Street, A (2010)",Fantasy|Horror|Thriller,dark
Four Lions (2010),Comedy|Drama,happy
St Trinian's 2: The Legend of Fritton's Gold (2009),Adventure|Comedy,excited
12 Angry Men (1997),Crime|Drama,sad
Robin Hood (2010),Action|Adventure|Drama|Romance|War,energetic
Lovers & Leavers (Kuutamolla) (2002),Drama|Romance,sad
Merantau (2009),Action|Drama,energetic
Stingray Sam (2009),Comedy|Musical|Sci-Fi|Western,happy
Cemetery Junction (2010),Comedy|Drama|Romance,happy
Blue Valentine (2010),Drama|Romance,sad
Killers (2010),Action|Comedy,energetic
Buried (2010),Mystery|Thriller,tense
Shake Hands with the Devil (2007),Drama|War,sad
Prince of Persia: The Sands of Time (2010),Action|Adventure|Fantasy|Romance|IMAX,energetic
Please Give (2010),Comedy|Drama,happy
Baarìa (2009),Comedy|Drama|War,happy
Ricky Gervais Live: Animals (2003),Comedy,happy
Sex and the City 2 (2010),Comedy|Drama|Romance,happy
Get Him to the Greek (2010),Comedy,happy
Unthinkable (2010),Drama|Thriller,sad
"Back-up Plan, The (2010)",Comedy|Romance,happy
Splice (2009),Horror|Sci-Fi|Thriller,dark
Letters to Juliet (2010),Drama|Romance,sad
Exam (2009),Mystery|Thriller,tense
Jonah Hex (2010),Action|Drama|Thriller|Western,energetic
"A-Team, The (2010)",Action|Comedy|Thriller,energetic
Toy Story 3 (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX,excited
Ricky Gervais Live 3: Fame (2007),Comedy,happy
Winter's Bone (2010),Drama|Thriller,sad
"Scalphunters, The (1968)",Comedy|Western,happy
Barking Dogs Never Bite (Flandersui gae) (2000),Comedy|Horror,happy
Shrek Forever After (a.k.a. Shrek: The Final Chapter) (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX,excited
TiMER (2009),Comedy|Drama|Fantasy|Romance,happy
Best Worst Movie (2009),Documentary,calm
"Twilight Saga: Eclipse, The (2010)",Fantasy|Romance|Thriller|IMAX,romantic
Enter the Void (2009),Drama,sad
"Last Airbender, The (2010)",Action|Adventure|Fantasy,energetic
Endgame (2009),Drama,sad
Empire of Dreams: The Story of the 'Star Wars' Trilogy (2004),Documentary,calm
South Park: Imaginationland (2008),Animation|Comedy|Fantasy,happy
Predators (2010),Action|Sci-Fi|Thriller,energetic
When You're Strange (2009),Documentary,calm
Despicable Me (2010),Animation|Children|Comedy|Crime,happy
Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,energetic
Grown Ups (2010),Comedy,happy
"Sorcerer's Apprentice, The (2010)",Action|Adventure|Children|Comedy|Fantasy,energetic
Knight and Day (2010),Action|Comedy|Romance,energetic
"Karate Kid, The (2010)",Action|Children|Drama,energetic
"Kids Are All Right, The (2010)",Comedy|Drama,happy
"Serbian Film, A (Srpski film) (2010)",Horror|Thriller,dark
Cherrybomb (2009),Drama|Thriller,sad
Batman: Under the Red Hood (2010),Action|Animation,energetic
Salt (2010),Action|Thriller,energetic
"No. 1 Ladies' Detective Agency, The (2008)",Comedy|Crime|Mystery,happy
Watch Out for the Automobile (Beregis avtomobilya) (1966),Comedy|Crime|Romance,happy
Mr. Nobody (2009),Drama|Fantasy|Romance|Sci-Fi,sad
Dinner for Schmucks (2010),Comedy,happy
Deadly Outlaw: Rekka (a.k.a. Violent Fire) (Jitsuroku Andô Noboru kyôdô-den: Rekka) (2002),Crime|Drama|Thriller,sad
Hellsinki (Rööperi) (2009),Crime,calm
Ip Man 2 (2010),Action,energetic
Ramona and Beezus (2010),Children|Comedy,happy
"Rebound, The (2009)",Comedy|Romance,happy
"Other Guys, The (2010)",Action|Comedy,energetic
"Two Escobars, The (2010)",Crime|Documentary,calm
Paper Man (2009),Comedy|Drama,happy
"Expendables, The (2010)",Action|Adventure|Thriller,energetic
Scott Pilgrim vs. the World (2010),Action|Comedy|Fantasy|Musical|Romance,energetic
I Killed My Mother (J'ai tué ma mère) (2009),Drama,sad
Heartless (2009),Fantasy|Horror|Mystery|Thriller,dark
Piranha (Piranha 3D) (2010),Action|Horror|Thriller,energetic
"Extraordinary Adventures of Adèle Blanc-Sec, The (2010)",Action|Adventure|Fantasy|Mystery,energetic
Get Low (2009),Comedy|Drama|Mystery,happy
"Joneses, The (2009)",Comedy|Drama,happy
Dragon Ball Z: Dead Zone (Doragon bôru Z 1: Ora no Gohan wo kaese) (1989),Action|Adventure|Animation|Fantasy|Sci-Fi,energetic
"Last Exorcism, The (2010)",Horror|Thriller,dark
Sisters (Syostry) (2001),Action|Crime|Drama,energetic
"American, The (2010)",Drama|Thriller,sad
Jackass 2.5 (2007),Comedy|Documentary,happy
"Horde, The (La Horde) (2009)",Action|Horror|Thriller,energetic
"Switch, The (2010)",Comedy|Romance,happy
Machete (2010),Action|Adventure|Comedy|Crime|Thriller,energetic
Going the Distance (2010),Comedy|Romance,happy
Resident Evil: Afterlife (2010),Action|Horror|Sci-Fi|Thriller|IMAX,energetic
Princess (Prinsessa) (2010),Drama,sad
"Social Network, The (2010)",Drama,sad
"Man Vanishes, A (Ningen Johatsu) (1967)",Documentary|Drama|Mystery,sad
"Town, The (2010)",Crime|Drama|Thriller,sad
Easy A (2010),Comedy|Romance,happy
Eat Pray Love (2010),Drama|Romance,sad
Howl (2010),Drama,sad
I'm Still Here (2010),Comedy|Drama,happy
"Patrik Age 1.5 (Patrik 1,5) (2008)",Comedy|Drama|Romance,happy
Flipped (2010),Comedy|Drama|Romance,happy
Wall Street: Money Never Sleeps (2010),Drama,sad
Legend of the Guardians: The Owls of Ga'Hoole (2010),Adventure|Animation|Fantasy|IMAX,excited
It's Kind of a Funny Story (2010),Comedy|Drama,happy
Middle Men (2009),Comedy|Crime|Drama,happy
Alice in Wonderland (1933),Adventure|Children|Fantasy,excited
Let Me In (2010),Drama|Horror|Mystery,sad
